Month,State,City,Sessions,New users,Users,Transactions,Transaction revenue 
2020|04,New South Wales,Queanbeyan,"1,461",458,763,76,"$6,766.21"
2020|04,New South Wales,Raymond Terrace,76,55,66,0,$0.00
2020|04,New South Wales,Richmond,43,0,11,11,"$2,169.01"
2020|04,New South Wales,Singleton,164,66,120,0,$0.00
2020|04,New South Wales,Sydney,"1,518,931","461,944","642,265","46,492","$5,864,948.19"
2020|04,New South Wales,Tamworth,"1,734",632,970,87,"$11,262.77"
2020|04,New South Wales,Taree,469,175,218,22,"$4,252.00"
2020|04,New South Wales,Wagga Wagga,"2,868",469,883,87,"$20,015.04"
2020|04,New South Wales,Wollongong,"15,777","4,361","7,610",425,"$47,841.39"
2020|04,Northern Territory,(not set),447,98,196,11,"$2,885.04"
2020|04,Northern Territory,Alice Springs,829,251,414,22,"$1,234.16"
2020|04,Northern Territory,Darwin,"5,517","1,723","2,748",109,"$16,073.57"
2020|04,Queensland,(not set),"11,034","3,304","5,365",404,"$69,546.46"
2020|04,Queensland,Bongaree,11,0,11,0,$0.00
2020|04,Queensland,Brisbane,"553,326","186,503","258,781","16,551","$2,152,184.66"
2020|04,Queensland,Buderim,87,0,22,0,$0.00
2020|04,Queensland,Bundaberg,"1,319",513,829,22,"$1,149.11"
2020|04,Queensland,Cairns,"11,601","3,936","5,942",327,"$44,951.23"
2020|04,Queensland,Dalby,229,131,185,11,"$2,292.11"
2020|04,Queensland,Emerald,316,98,153,0,$0.00
2020|04,Queensland,Gladstone,654,316,414,22,"$1,632.68"
2020|04,Queensland,Gold Coast,"50,624","16,911","25,438","1,330","$200,473.38"
2020|04,Queensland,Gympie,687,98,196,11,"$1,198.72"
2020|04,Queensland,Hervey Bay,"1,341",469,643,11,"$2,406.93"
2020|04,Queensland,Kingaroy,120,33,66,0,$0.00
2020|04,Queensland,Mackay,"3,358","1,178","1,832",43,"$6,505.40"
2020|04,Queensland,Maryborough,218,76,98,11,$517.15
2020|04,Queensland,Mount Isa,33,22,33,0,$0.00
2020|04,Queensland,Nerang,11,11,11,0,$0.00
2020|04,Queensland,Rockhampton,"1,799",545,938,22,"$2,900.20"
2020|04,Queensland,Sunshine Coast,"19,833","6,455","9,900",480,"$69,267.55"
2020|04,Queensland,Toowoomba,"6,237","1,832","3,097",262,"$22,220.58"
2020|04,Queensland,Townsville,"11,808","4,492","6,607",294,"$38,400.79"
2020|04,Queensland,Warwick,76,33,43,0,$0.00
2020|04,South Australia,(not set),"5,256","1,734","2,693",240,"$34,074.00"
2020|04,South Australia,Adelaide,"298,143","86,900","124,920","8,537","$1,039,029.06"
2020|04,South Australia,Mount Gambier,251,109,185,11,$707.63
2020|04,South Australia,Murray Bridge,229,98,153,22,"$1,293.47"
2020|04,South Australia,Port Augusta,33,22,33,0,$0.00
2020|04,South Australia,Port Lincoln,66,43,43,0,$0.00
2020|04,South Australia,Port Pirie,120,22,66,22,"$1,743.45"
2020|04,South Australia,Victor Harbor - Goolwa,393,142,251,0,$0.00
2020|04,Tasmania,(not set),"2,595",861,"1,374",98,"$10,214.63"
2020|04,Tasmania,Burnie - Somerset,229,98,142,0,$0.00
2020|04,Tasmania,Devonport,872,284,425,43,"$4,262.03"
2020|04,Tasmania,Hobart,"33,103","9,268","14,349","1,374","$198,435.76"
2020|04,Tasmania,Launceston,"29,352","6,945","11,089","1,003","$92,398.56"
2020|04,Tasmania,Ulverstone,229,76,98,22,"$1,710.74"
2020|04,Victoria,(not set),"21,523","6,411","10,293",676,"$84,214.80"
2020|04,Victoria,Bacchus Marsh,153,22,55,11,$860.28
2020|04,Victoria,Bairnsdale,251,109,120,33,"$2,681.69"
2020|04,Victoria,Ballarat,"6,411","1,755","2,748",175,"$22,109.15"
2020|04,Victoria,Barwon Downs,33,22,22,0,$0.00
2020|04,Victoria,Bendigo,"2,770","1,079","1,690",131,"$15,313.39"
2020|04,Victoria,Drouin,"1,025",175,360,55,"$6,059.24"
2020|04,Victoria,Echuca,142,76,120,22,"$2,922.00"
2020|04,Victoria,Geelong,"16,715","4,787","7,294",589,"$64,357.42"
2020|04,Victoria,Hamilton,196,66,76,22,"$3,967.31"
2020|04,Victoria,Horsham,76,43,76,0,$0.00
2020|04,Victoria,Melbourne,"1,417,725","425,614","593,941","43,548","$5,283,269.84"
2020|04,Victoria,Melton,"2,431",556,851,87,"$12,029.50"
2020|04,Victoria,Mildura,"2,388",447,840,55,"$3,263.17"
2020|04,Victoria,Moe - Newborough,207,55,109,11,$828.55
2020|04,Victoria,Morwell,360,98,196,43,"$3,891.97"
2020|04,Victoria,Mount Martha,66,33,33,0,$0.00
2020|04,Victoria,Pakenham,"2,770",654,"1,265",87,"$18,494.67"
2020|04,Victoria,Portland,55,33,43,0,$0.00
2020|04,Victoria,Sale,436,120,229,11,"$1,145.51"
2020|04,Victoria,Shepparton - Mooroopna,"1,690",458,774,55,"$3,243.98"
2020|04,Victoria,Sunbury,"3,489","1,145","1,755",131,"$20,459.25"
2020|04,Victoria,Swan Hill,76,33,66,0,$0.00
2020|04,Victoria,Traralgon,556,131,229,0,$0.00
2020|04,Victoria,Wangaratta,305,66,175,0,$0.00
2020|04,Victoria,Warragul,"1,526",447,774,33,"$4,358.96"
2020|04,Victoria,Warrnambool,76,0,22,11,$446.28
2020|04,Victoria,Wodonga,"1,657",469,731,33,"$2,211.75"
2020|04,Western Australia,(not set),"10,107","3,696","5,419",349,"$40,552.58"
2020|04,Western Australia,Albany,284,109,196,0,$0.00
2020|04,Western Australia,Bunbury,611,251,404,0,$0.00
2020|04,Western Australia,Busselton,905,294,513,22,"$3,671.28"
2020|04,Western Australia,Geraldton,622,327,436,55,"$21,275.80"
2020|04,Western Australia,Kalgoorlie - Boulder,294,98,153,11,$970.40
2020|04,Western Australia,Karratha,153,87,120,11,"$2,048.53"
2020|04,Western Australia,Mandurah,"3,456","1,156","1,897",55,"$4,838.27"
2020|04,Western Australia,Perth,"306,037","100,606","138,048","8,570","$1,079,364.77"
2020|05,(not set),(not set),"2,222","2,116","2,180",0,$0.00
2020|05,Australian Capital Territory,(not set),160,21,53,0,$0.00
2020|05,Australian Capital Territory,Canberra,"70,102","21,733","32,409","2,446","$320,343.25"
2020|05,Jervis Bay Territory,(not set),21,0,11,0,$0.00
2020|05,New South Wales,(not set),"34,971","10,941","17,895","1,042","$107,895.32"
2020|05,New South Wales,Albury,"1,829",606,914,43,"$5,665.45"
2020|05,New South Wales,Armidale,776,191,425,43,"$4,510.31"
2020|05,New South Wales,Ballina,21,11,11,11,"$1,009.05"
2020|05,New South Wales,Batemans Bay,21,11,11,0,$0.00
2020|05,New South Wales,Bathurst,925,202,351,53,"$11,641.92"
2020|05,New South Wales,Broken Hill,904,308,564,53,"$5,610.27"
2020|05,New South Wales,Byron Bay,606,255,372,32,"$2,933.05"
2020|05,New South Wales,Casino,85,53,75,0,$0.00
2020|05,New South Wales,Central Coast,"22,223","6,497","10,845",638,"$102,635.93"
2020|05,New South Wales,Cessnock,202,96,149,0,$0.00
2020|05,New South Wales,Coffs Harbour,"1,967",393,734,53,"$7,697.80"
2020|05,New South Wales,Dubbo,"2,158",638,"1,170",138,"$22,214.07"
2020|05,New South Wales,Forbes,255,75,160,11,"$1,057.11"
2020|05,New South Wales,Grafton,415,128,223,21,"$2,304.44"
2020|05,New South Wales,Griffith,638,128,234,53,"$8,705.36"
2020|05,New South Wales,Katoomba,213,53,85,0,$0.00
2020|05,New South Wales,Kempsey,160,32,75,11,$797.25
2020|05,New South Wales,Kiama,191,64,96,0,$0.00
2020|05,New South Wales,Lismore,234,96,138,0,$0.00
2020|05,New South Wales,Lithgow,202,53,85,21,"$3,349.43"
2020|05,New South Wales,Maitland,"4,604","1,234","2,020",128,"$38,820.32"
2020|05,New South Wales,Mudgee,223,64,106,0,$0.00
2020|05,New South Wales,Muswellbrook,319,96,117,0,$0.00
2020|05,New South Wales,Newcastle,"16,800","7,273","10,091",436,"$60,643.22"
2020|05,New South Wales,Nowra,11,11,11,0,$0.00
2020|05,New South Wales,Orange,"1,542",446,840,64,"$5,681.30"
2020|05,New South Wales,Parkes,149,53,85,11,"$1,286.57"
2020|05,New South Wales,Port Macquarie,"1,467",500,808,53,"$12,799.61"
2020|05,New South Wales,Queanbeyan,"2,116",489,851,11,"$5,047.69"
2020|05,New South Wales,Raymond Terrace,160,53,85,11,"$7,910.78"
2020|05,New South Wales,Richmond,21,11,21,0,$0.00
2020|05,New South Wales,Singleton,191,43,75,21,"$1,423.09"
2020|05,New South Wales,Sydney,"1,451,021","429,032","622,229","44,009","$5,922,662.00"
2020|05,New South Wales,Tamworth,"1,595",478,840,85,"$5,577.41"
2020|05,New South Wales,Taree,181,75,160,0,$0.00
2020|05,New South Wales,Wagga Wagga,"3,084",702,"1,106",149,"$22,672.98"
2020|05,New South Wales,Wollongong,"14,365","4,413","7,422",361,"$50,578.89"
2020|05,Northern Territory,(not set),521,117,234,11,"$3,349.00"
2020|05,Northern Territory,Alice Springs,"1,010",298,457,11,"$1,742.82"
2020|05,Northern Territory,Darwin,"5,146","1,691","2,690",160,"$19,504.10"
2020|05,Queensland,(not set),"12,047","3,913","6,326",478,"$62,904.28"
2020|05,Queensland,Bongaree,11,11,11,0,$0.00
2020|05,Queensland,Brisbane,"557,667","183,415","262,300","16,481","$2,118,289.25"
2020|05,Queensland,Buderim,43,21,32,0,$0.00
2020|05,Queensland,Bundaberg,851,393,532,0,$0.00
2020|05,Queensland,Cairns,"10,888","3,594","5,774",276,"$32,043.11"
2020|05,Queensland,Dalby,138,53,53,0,$0.00
2020|05,Queensland,Emerald,372,128,202,0,$0.00
2020|05,Queensland,Gladstone,798,223,446,32,"$10,833.72"
2020|05,Queensland,Gold Coast,"47,348","16,375","24,626","1,340","$150,875.40"
2020|05,Queensland,Gympie,595,160,245,21,"$1,540.69"
2020|05,Queensland,Hervey Bay,"1,255",383,617,43,"$2,804.50"
2020|05,Queensland,Kingaroy,53,32,43,0,$0.00
2020|05,Queensland,Mackay,"2,881","1,063","1,712",96,"$10,403.84"
2020|05,Queensland,Maryborough,223,75,106,0,$0.00
2020|05,Queensland,Mount Isa,43,21,43,0,$0.00
2020|05,Queensland,Nerang,11,0,11,0,$0.00
2020|05,Queensland,Rockhampton,"1,627",564,946,96,"$15,156.26"
2020|05,Queensland,Sunshine Coast,"18,948","6,093","9,197",532,"$85,392.04"
2020|05,Queensland,Toowoomba,"6,029","2,041","3,370",191,"$25,132.98"
2020|05,Queensland,Townsville,"11,133","4,444","6,507",245,"$25,831.23"
2020|05,Queensland,Victoria Point,21,11,21,0,$0.00
2020|05,Queensland,Warwick,117,43,64,0,$0.00
2020|05,South Australia,(not set),"4,338","1,425","2,478",128,"$16,491.52"
2020|05,South Australia,Adelaide,"272,167","79,554","118,491","8,644","$1,099,149.44"
2020|05,South Australia,Mount Gambier,425,106,181,11,$505.05
2020|05,South Australia,Murray Bridge,117,85,106,0,$0.00
2020|05,South Australia,Port Augusta,64,32,53,0,$0.00
2020|05,South Australia,Port Lincoln,181,96,117,0,$0.00
2020|05,South Australia,Port Pirie,117,53,75,11,$818.19
2020|05,South Australia,Victor Harbor - Goolwa,553,138,255,53,"$2,881.16"
2020|05,Tasmania,(not set),"2,892",766,"1,446",117,"$14,080.22"
2020|05,Tasmania,Burnie - Somerset,191,53,96,0,$0.00
2020|05,Tasmania,Devonport,542,170,308,11,$796.29
2020|05,Tasmania,Hobart,"30,080","8,262","13,280",893,"$121,514.62"
2020|05,Tasmania,Launceston,"29,952","6,847","11,239",946,"$112,468.48"
2020|05,Tasmania,Ulverstone,117,75,106,0,$0.00
2020|05,Victoria,(not set),"20,234","6,529","10,824",617,"$78,186.32"
2020|05,Victoria,Bacchus Marsh,223,32,85,0,$0.00
2020|05,Victoria,Bairnsdale,53,11,32,0,$0.00
2020|05,Victoria,Ballarat,"5,954","1,552","2,605",191,"$22,594.41"
2020|05,Victoria,Bendigo,"2,722",904,"1,552",96,"$14,264.60"
2020|05,Victoria,Colac,53,21,21,0,$0.00
2020|05,Victoria,Drouin,723,266,415,53,"$2,990.04"
2020|05,Victoria,Echuca,117,53,96,0,$0.00
2020|05,Victoria,Geelong,"16,225","4,030","6,762",574,"$54,858.68"
2020|05,Victoria,Hamilton,106,64,96,0,$0.00
2020|05,Victoria,Horsham,361,106,223,0,$0.00
2020|05,Victoria,Melbourne,"1,363,035","404,619","581,304","40,298","$5,158,800.90"
2020|05,Victoria,Melton,"1,754",521,840,43,"$5,591.24"
2020|05,Victoria,Mildura,"2,424",553,989,75,"$7,257.60"
2020|05,Victoria,Moe - Newborough,276,96,149,11,"$1,605.01"
2020|05,Victoria,Morwell,425,138,245,21,"$2,176.00"
2020|05,Victoria,Mount Martha,43,32,32,0,$0.00
2020|05,Victoria,Pakenham,"3,020",670,"1,106",64,"$11,491.15"
2020|05,Victoria,Portland,32,21,32,0,$0.00
2020|05,Victoria,Sale,574,85,170,21,"$4,464.06"
2020|05,Victoria,Shepparton - Mooroopna,"1,669",415,744,85,"$8,554.16"
2020|05,Victoria,Sunbury,"2,403",776,"1,329",75,"$8,915.78"
2020|05,Victoria,Swan Hill,138,53,96,11,"$2,976.64"
2020|05,Victoria,Traralgon,245,64,160,0,$0.00
2020|05,Victoria,Wangaratta,404,106,170,11,$860.51
2020|05,Victoria,Warragul,"2,052",521,766,64,"$7,669.94"
2020|05,Victoria,Warrnambool,53,21,32,0,$0.00
2020|05,Victoria,Wodonga,"1,520",340,606,64,"$8,473.89"
2020|05,Western Australia,(not set),"7,985","3,105","4,923",149,"$16,904.39"
2020|05,Western Australia,Albany,319,149,202,0,$0.00
2020|05,Western Australia,Bunbury,"1,095",436,670,11,"$1,444.78"
2020|05,Western Australia,Busselton,883,361,553,0,$0.00
2020|05,Western Australia,Geraldton,702,393,478,0,$0.00
2020|05,Western Australia,Kalgoorlie - Boulder,191,106,160,0,$0.00
2020|05,Western Australia,Karratha,138,96,106,0,$0.00
2020|05,Western Australia,Mandurah,"5,327","1,563","2,403",96,"$19,722.39"
2020|05,Western Australia,Perth,"279,876","93,664","132,218","7,305","$902,161.66"
2020|06,(not set),(not set),"3,332","3,276","3,313",0,$0.00
2020|06,Australian Capital Territory,(not set),93,37,47,0,$0.00
2020|06,Australian Capital Territory,Canberra,"60,011","17,686","27,551","1,923","$230,768.15"
2020|06,New South Wales,(not set),"31,835","9,846","16,790","1,195","$191,414.47"
2020|06,New South Wales,Albury,"1,213",429,691,65,"$15,092.79"
2020|06,New South Wales,Armidale,765,289,429,9,$522.65
2020|06,New South Wales,Ballina,19,19,19,0,$0.00
2020|06,New South Wales,Bathurst,765,159,317,28,"$3,293.53"
2020|06,New South Wales,Broken Hill,672,112,317,19,"$3,618.87"
2020|06,New South Wales,Byron Bay,457,243,345,0,$0.00
2020|06,New South Wales,Casino,84,37,56,9,$881.69
2020|06,New South Wales,Central Coast,"17,135","5,077","8,913",448,"$66,334.57"
2020|06,New South Wales,Cessnock,224,168,196,0,$0.00
2020|06,New South Wales,Coffs Harbour,"1,204",457,793,84,"$10,321.00"
2020|06,New South Wales,Dubbo,"2,417",644,"1,120",75,"$17,900.81"
2020|06,New South Wales,Forbes,355,84,159,28,"$2,379.73"
2020|06,New South Wales,Grafton,159,28,84,9,"$2,706.48"
2020|06,New South Wales,Griffith,560,65,159,0,$0.00
2020|06,New South Wales,Katoomba,103,47,56,0,$0.00
2020|06,New South Wales,Kempsey,140,47,65,0,$0.00
2020|06,New South Wales,Kiama,429,93,168,9,"$1,111.09"
2020|06,New South Wales,Lismore,700,140,215,84,"$6,912.68"
2020|06,New South Wales,Lithgow,233,75,131,9,$420.83
2020|06,New South Wales,Maitland,"4,106","1,521","2,613",121,"$9,935.27"
2020|06,New South Wales,Mudgee,280,56,177,0,$0.00
2020|06,New South Wales,Muswellbrook,317,93,168,9,"$2,846.10"
2020|06,New South Wales,Newcastle,"21,242","13,001","15,623",317,"$38,679.36"
2020|06,New South Wales,Nowra,9,9,9,0,$0.00
2020|06,New South Wales,Orange,"1,904",420,775,103,"$12,436.14"
2020|06,New South Wales,Parkes,243,37,47,0,$0.00
2020|06,New South Wales,Port Macquarie,999,373,653,37,"$6,876.19"
2020|06,New South Wales,Queanbeyan,"1,801",476,859,28,"$7,284.60"
2020|06,New South Wales,Raymond Terrace,84,19,56,9,$111.53
2020|06,New South Wales,Richmond,47,9,19,0,$0.00
2020|06,New South Wales,Singleton,383,121,205,9,$923.97
2020|06,New South Wales,Sydney,"1,262,449","379,340","558,245","36,222","$4,837,343.93"
2020|06,New South Wales,Tamworth,"1,269",448,840,19,$673.94
2020|06,New South Wales,Taree,187,84,159,0,$0.00
2020|06,New South Wales,Wagga Wagga,"1,923",523,"1,064",65,"$7,107.18"
2020|06,New South Wales,Wollongong,"11,227","3,350","6,057",355,"$44,948.44"
2020|06,Northern Territory,(not set),383,75,215,9,$979.41
2020|06,Northern Territory,Alice Springs,709,177,233,19,"$4,441.58"
2020|06,Northern Territory,Darwin,"4,545","1,699","2,735",159,"$28,357.98"
2020|06,Queensland,(not set),"11,722","3,565","6,038",439,"$45,846.18"
2020|06,Queensland,Bongaree,75,28,47,0,$0.00
2020|06,Queensland,Brisbane,"495,872","162,730","237,031","14,718","$1,956,708.04"
2020|06,Queensland,Buderim,9,9,9,0,$0.00
2020|06,Queensland,Bundaberg,793,261,448,9,"$1,678.92"
2020|06,Queensland,Cairns,"9,286","3,528","5,656",187,"$20,498.09"
2020|06,Queensland,Dalby,187,75,121,9,$429.32
2020|06,Queensland,Emerald,411,112,196,0,$0.00
2020|06,Queensland,Gladstone,532,168,317,47,"$6,403.28"
2020|06,Queensland,Gold Coast,"41,887","15,175","23,528","1,148","$141,460.93"
2020|06,Queensland,Gympie,336,75,159,0,$0.00
2020|06,Queensland,Hervey Bay,"1,288",355,644,37,"$9,826.08"
2020|06,Queensland,Kingaroy,28,0,9,0,$0.00
2020|06,Queensland,Mackay,"2,511",849,"1,447",37,"$3,412.52"
2020|06,Queensland,Maryborough,84,37,47,0,$0.00
2020|06,Queensland,Mount Isa,168,75,131,0,$0.00
2020|06,Queensland,Nerang,28,9,9,0,$0.00
2020|06,Queensland,Rockhampton,"1,391",429,765,75,"$17,512.37"
2020|06,Queensland,Sunshine Coast,"15,484","4,611","7,737",504,"$62,387.73"
2020|06,Queensland,Toowoomba,"5,562","1,895","3,099",196,"$29,904.37"
2020|06,Queensland,Townsville,"9,529","3,705","5,488",187,"$32,664.42"
2020|06,Queensland,Victoria Point,37,9,28,0,$0.00
2020|06,Queensland,Warwick,187,28,84,19,"$2,406.52"
2020|06,South Australia,(not set),"4,265","1,475","2,520",140,"$27,765.99"
2020|06,South Australia,Adelaide,"239,504","70,455","107,376","6,608","$883,072.60"
2020|06,South Australia,Mount Gambier,709,121,252,28,"$2,129.33"
2020|06,South Australia,Murray Bridge,149,75,112,0,$0.00
2020|06,South Australia,Port Augusta,532,65,112,28,"$1,817.98"
2020|06,South Australia,Port Lincoln,131,47,75,0,$0.00
2020|06,South Australia,Port Pirie,289,75,121,19,"$1,538.83"
2020|06,South Australia,Victor Harbor - Goolwa,149,103,140,0,$0.00
2020|06,Tasmania,(not set),"3,696",775,"1,447",121,"$9,585.47"
2020|06,Tasmania,Burnie - Somerset,84,56,84,0,$0.00
2020|06,Tasmania,Devonport,551,140,271,9,"$1,212.17"
2020|06,Tasmania,Hobart,"24,546","6,421","11,349",635,"$84,614.86"
2020|06,Tasmania,Launceston,"24,135","6,244","10,518",737,"$97,767.22"
2020|06,Tasmania,Ulverstone,289,56,112,9,$946.27
2020|06,Victoria,(not set),"18,853","6,206","10,518",644,"$101,019.68"
2020|06,Victoria,Bacchus Marsh,233,19,37,0,$0.00
2020|06,Victoria,Bairnsdale,168,28,93,0,$0.00
2020|06,Victoria,Ballarat,"4,993","1,428","2,315",140,"$17,891.01"
2020|06,Victoria,Bendigo,"2,623",831,"1,568",28,"$3,482.24"
2020|06,Victoria,Colac,28,0,9,0,$0.00
2020|06,Victoria,Drouin,999,289,383,28,"$3,821.78"
2020|06,Victoria,Echuca,327,121,196,0,$0.00
2020|06,Victoria,Geelong,"13,505","3,771","6,085",401,"$73,379.22"
2020|06,Victoria,Hamilton,159,47,65,0,$0.00
2020|06,Victoria,Horsham,261,47,140,19,"$1,403.59"
2020|06,Victoria,Melbourne,"1,156,780","344,705","511,346","33,524","$4,465,435.54"
2020|06,Victoria,Melton,"1,614",532,952,28,"$1,356.93"
2020|06,Victoria,Mildura,"2,427",644,"1,008",56,"$7,834.41"
2020|06,Victoria,Moe - Newborough,187,47,75,9,"$1,007.59"
2020|06,Victoria,Morwell,532,84,187,19,"$4,367.01"
2020|06,Victoria,Pakenham,"2,427",775,"1,176",65,"$13,538.37"
2020|06,Victoria,Portland,47,28,37,0,$0.00
2020|06,Victoria,Sale,588,84,215,28,"$5,808.87"
2020|06,Victoria,Shepparton - Mooroopna,"1,699",597,999,28,"$1,912.71"
2020|06,Victoria,Sunbury,"2,137",709,"1,213",84,"$8,139.69"
2020|06,Victoria,Swan Hill,140,28,93,9,$298.19
2020|06,Victoria,Traralgon,215,65,131,0,$0.00
2020|06,Victoria,Wangaratta,261,112,149,9,$438.09
2020|06,Victoria,Warragul,"1,577",560,859,47,"$2,910.59"
2020|06,Victoria,Warrnambool,56,9,19,0,$0.00
2020|06,Victoria,Wodonga,"1,773",327,663,84,"$12,368.76"
2020|06,Western Australia,(not set),"8,353","2,660","4,498",308,"$59,888.07"
2020|06,Western Australia,Albany,252,121,177,0,$0.00
2020|06,Western Australia,Bunbury,709,159,317,9,$298.66
2020|06,Western Australia,Busselton,560,187,411,9,$64.87
2020|06,Western Australia,Geraldton,663,327,457,0,$0.00
2020|06,Western Australia,Kalgoorlie - Boulder,75,37,65,0,$0.00
2020|06,Western Australia,Karratha,112,84,103,0,$0.00
2020|06,Western Australia,Mandurah,"3,397","1,083","1,671",103,"$11,572.66"
2020|06,Western Australia,Perth,"247,343","85,145","120,564","6,402","$892,797.97"
2020|07,(not set),(not set),"2,871","2,739","2,794",0,$0.00
2020|07,Australian Capital Territory,(not set),66,55,66,0,$0.00
2020|07,Australian Capital Territory,Canberra,"67,353","21,343","31,575","2,299","$326,048.86"
2020|07,New South Wales,(not set),"34,446","10,881","18,296","1,166","$188,452.80"
2020|07,New South Wales,Albury,"1,287",539,869,99,"$37,884.91"
2020|07,New South Wales,Armidale,"1,023",330,572,22,"$2,985.76"
2020|07,New South Wales,Ballina,11,11,11,0,$0.00
2020|07,New South Wales,Batemans Bay,33,0,11,0,$0.00
2020|07,New South Wales,Bathurst,814,286,484,33,"$3,859.96"
2020|07,New South Wales,Broken Hill,825,209,418,0,$0.00
2020|07,New South Wales,Byron Bay,572,275,363,11,"$7,107.12"
2020|07,New South Wales,Casino,88,22,44,0,$0.00
2020|07,New South Wales,Central Coast,"19,385","5,457","9,307",506,"$100,439.57"
2020|07,New South Wales,Cessnock,264,154,220,0,$0.00
2020|07,New South Wales,Coffs Harbour,"1,639",561,913,121,"$24,392.06"
2020|07,New South Wales,Dubbo,"2,739",605,990,88,"$7,613.42"
2020|07,New South Wales,Forbes,209,33,132,11,"$2,409.60"
2020|07,New South Wales,Grafton,110,55,99,0,$0.00
2020|07,New South Wales,Griffith,451,99,231,22,"$1,671.16"
2020|07,New South Wales,Katoomba,55,11,44,0,$0.00
2020|07,New South Wales,Kempsey,165,55,88,22,"$5,647.96"
2020|07,New South Wales,Kiama,275,88,143,11,"$1,099.62"
2020|07,New South Wales,Lismore,418,165,286,0,$0.00
2020|07,New South Wales,Lithgow,308,77,154,33,"$3,386.99"
2020|07,New South Wales,Maitland,"3,917","1,133","1,969",66,"$12,471.90"
2020|07,New South Wales,Mudgee,363,132,253,11,$869.14
2020|07,New South Wales,Muswellbrook,330,33,99,22,"$2,496.18"
2020|07,New South Wales,Newcastle,"14,137","4,555","7,635",363,"$58,229.65"
2020|07,New South Wales,Orange,"2,497",583,"1,012",99,"$5,572.16"
2020|07,New South Wales,Parkes,242,66,132,0,$0.00
2020|07,New South Wales,Port Macquarie,"1,419",407,792,55,"$2,780.58"
2020|07,New South Wales,Queanbeyan,"1,199",319,528,33,"$2,258.55"
2020|07,New South Wales,Raymond Terrace,220,66,132,11,"$1,044.61"
2020|07,New South Wales,Richmond,407,0,55,0,$0.00
2020|07,New South Wales,Singleton,264,55,143,11,$528.08
2020|07,New South Wales,Sydney,"1,358,857","413,610","592,355","39,243","$5,415,563.53"
2020|07,New South Wales,Tamworth,"1,760",495,858,88,"$8,260.87"
2020|07,New South Wales,Taree,286,33,154,22,$460.97
2020|07,New South Wales,Wagga Wagga,"2,816",693,"1,210",88,"$10,438.45"
2020|07,New South Wales,Wollongong,"12,157","3,389","6,029",506,"$96,752.12"
2020|07,Northern Territory,(not set),363,121,209,22,"$7,976.92"
2020|07,Northern Territory,Alice Springs,572,132,209,0,$0.00
2020|07,Northern Territory,Darwin,"4,687","1,705","2,761",110,"$8,920.43"
2020|07,Queensland,(not set),"12,146","3,741","6,359",451,"$54,169.36"
2020|07,Queensland,Bongaree,11,11,11,0,$0.00
2020|07,Queensland,Brisbane,"534,970","174,884","252,754","16,305","$2,303,272.05"
2020|07,Queensland,Buderim,99,33,44,0,$0.00
2020|07,Queensland,Bundaberg,990,396,561,11,$825.13
2020|07,Queensland,Cairns,"9,758","3,884","5,864",341,"$39,844.21"
2020|07,Queensland,Dalby,77,44,66,0,$0.00
2020|07,Queensland,Emerald,198,22,99,0,$0.00
2020|07,Queensland,Gladstone,473,176,242,0,$0.00
2020|07,Queensland,Gold Coast,"48,199","17,031","26,910","1,496","$207,024.06"
2020|07,Queensland,Gympie,440,143,253,0,$0.00
2020|07,Queensland,Hervey Bay,"1,540",638,880,66,"$10,622.40"
2020|07,Queensland,Kingaroy,88,55,66,11,"$6,730.31"
2020|07,Queensland,Mackay,"3,136",946,"1,738",66,"$18,859.40"
2020|07,Queensland,Maryborough,165,55,77,0,$0.00
2020|07,Queensland,Mount Isa,231,88,143,0,$0.00
2020|07,Queensland,Nerang,44,0,22,0,$0.00
2020|07,Queensland,Rockhampton,"1,056",363,627,33,"$2,038.18"
2020|07,Queensland,Sunshine Coast,"18,384","5,578","9,209",528,"$117,581.38"
2020|07,Queensland,Toowoomba,"6,601","2,189","3,642",209,"$22,330.44"
2020|07,Queensland,Townsville,"10,144","3,719","5,600",165,"$13,281.63"
2020|07,Queensland,Victoria Point,11,11,11,0,$0.00
2020|07,Queensland,Warwick,165,55,88,0,$0.00
2020|07,South Australia,(not set),"5,501","1,628","2,893",187,"$24,701.76"
2020|07,South Australia,Adelaide,"270,324","79,784","118,016","7,855","$1,044,365.47"
2020|07,South Australia,Mount Gambier,308,55,176,0,$0.00
2020|07,South Australia,Murray Bridge,154,33,77,0,$0.00
2020|07,South Australia,Port Augusta,550,44,77,11,"$1,253.76"
2020|07,South Australia,Port Lincoln,121,22,44,0,$0.00
2020|07,South Australia,Port Pirie,154,33,66,0,$0.00
2020|07,South Australia,Victor Harbor - Goolwa,264,110,176,11,$329.50
2020|07,Tasmania,(not set),"3,036",616,"1,320",176,"$38,950.10"
2020|07,Tasmania,Burnie - Somerset,176,99,154,22,"$3,627.82"
2020|07,Tasmania,Devonport,704,154,330,33,"$2,848.13"
2020|07,Tasmania,Hobart,"25,865","6,953","11,607",880,"$151,598.63"
2020|07,Tasmania,Kingston,11,0,11,0,$0.00
2020|07,Tasmania,Launceston,"25,359","6,821","11,321",737,"$99,745.36"
2020|07,Tasmania,Ulverstone,209,66,121,11,"$1,155.18"
2020|07,Victoria,(not set),"23,379","7,426","12,421",836,"$129,119.12"
2020|07,Victoria,Bacchus Marsh,176,44,88,0,$0.00
